no,comment,Judul Video,Label (Ridho)
1082,Anak-anak saya sekarang lebih termotivasi untuk belajar karena mereka bisa memilih kegiatan yang sesuai dengan minat mereka di sekolah.,,Pro
1083,"Salah satu hal yang saya suka dari Kurikulum Merdeka adalah bagaimana sistem ini membantu anak-anak mengembangkan soft skill, seperti komunikasi dan kerja sama.",,Pro
1084,Metode pembelajaran yang diterapkan dalam Kurikulum Merdeka membantu siswa memahami konsep dengan cara yang lebih mendalam dan praktis.,,Pro
1085,"Saya melihat siswa lebih antusias belajar karena tidak hanya fokus pada hasil ujian, tetapi juga pada proses dan kreativitas mereka.",,Tidak Berhubungan
1086,Kurikulum Merdeka memberikan kesempatan kepada guru untuk berinovasi dan menyesuaikan materi sesuai kebutuhan siswa di kelas.,,Pro
1087,Saya percaya Kurikulum Merdeka adalah langkah awal untuk pendidikan yang lebih inklusif dan adaptif terhadap kebutuhan setiap siswa.,,Pro
1088,"Dengan fokus pada proyek nyata, siswa belajar untuk memecahkan masalah yang relevan dengan kehidupan mereka, membuat pembelajaran lebih bermakna.",,Tidak Berhubungan
1089,"Kurikulum Merdeka membantu anak-anak belajar untuk menghargai keberagaman pendapat dalam kerja kelompok, keterampilan penting untuk masa depan mereka.",,Pro
1090,"Sistem ini membuat pendidikan lebih fleksibel. Siswa tidak lagi terbebani dengan cara belajar yang kaku, tetapi lebih fokus pada eksplorasi potensi diri.",,Tidak Berhubungan
1091,"Melalui Kurikulum Merdeka, siswa tidak hanya diajarkan untuk lulus ujian, tetapi juga untuk menjadi individu yang inovatif dan adaptif di dunia yang terus berubah.",,Pro
1092,Merdeka belajar bertujuan agar peserta didik dapat berkembang sesuai dengan kodrat nya,,Pro
1093,Merdeka belajar memiliki tujuan agar peserta didik mampu berkembang sesuai dengan kemampuan dan potensi anak tanpa ada tekanan dari manapun,,Pro
1094,Merdeka Belajar menumbuhkan kreativitas dan kemampuan berpikir kritis. Tujuannya adalah untuk menghasilkan individu yang berpengetahuan luas dan membantu guru dan murid lebih aktif dalam pembelajaran.,,Pro
1095,Merdeka belajar merupakan konsep inovatif dalam pembaharuan pendidikan nasional,,Pro
1096,Semua tempat adlah ruang belajar bagi kebutuhan belajar peserta didik,,Tidak Berhubungan
1097,Kurikulum merdeka bagi saya sangat bagus karna guru aktf siswa pun juaga aktif berinovasi.,,Pro
1098,Merdeka belajar adalah suatu cara untuk melepaskan sekat-sekat yang menghambat pembelajaran sehingga terjadi pembelajaran,,Pro
1099,Merdeka belajar ? memberikan  keleluasaan  untuk mengeksplorasi dan memberdayakan potensi bakat minat murid untu mencapai skill life,,Pro
1100,"Bravo pak Nadim belajar merdeka  merdeka belejar , gagasan yang sangat birlian , perintis kemajuan dan modernesasi pendidikan Indonesia bagi yang tidak bisa mengikuti dari pada menjadi beban lebih mulia dan berjiwa besar untuk mengundurkan diri saja",,Pro
1101,"Sebagai calon mahasiswa, saya sangat antusias dalam menempuh pendidikan dengan kebijakan kurikulum merdeka yang bapak keluarkan. Semoga kedepannya saya bersama rekan rekan saya dapat memperkenalkan indonesia dikancah Internasional. Amin",,Tidak Berhubungan
1102,Top Mengubah pola PERKULIAHAN TANPA SKRIPSI mengingat tidak menjadi sebuah KEMAJUAN DIRI/PERORANGAN ITU MAJU !! 👉ALIAS HARTA TAHTA & WANITA PENDIDIKAN UNTUK  SEJAHTERA👈BUKA AKAL & HATI TUBUH KITA JADI SATU POLA sesuai tujuan PENDIDIKAN MERDEKA !!100%,,Tidak Berhubungan
1103,"Saya guru smp swasta,  anak anak sdh sering saya kasih wawasan seperti itu. Bahwa sekolah bukan satu satunta kunci sukses. Kalau mau sukses ya harus terjun ke dunia yg sesungguhnya. Nadiem top markotop. Saluuut.",,Tidak Berhubungan
1104,"Beberapa kebijakan ""Mas Menteri"" yang menurut saya akan membuat dunia kampus di Indonesia menjadi lebih dinamis dengan berbasiskan output. Namun tentu tidak sedikit yang menyatakan kontra terhadap kebijakan ini, karena banyak yang beranggapan akan meruntuhkan ""kesakralan' filosofi pendidikan yang selama ini telah dipertahankan. Ketika saya ditanya oleh beberapa pihak terkait hal ini, saya dengan tegas menjawab: YA, SAYA SETUJU...",,Tidak Berhubungan
1105,"Kampus merdeka diharapkan membasmi mahasiswa ""kagetan"" , kaget dengan dunia kerja, situasi kerja dll",,Pro
1106,"Ini mas Nadiem ini,Mentri yg brilliant,di tempat guru dia nyambung,ditempat kepala sekolah ,pengawas menginspirasi,ditempat kepala2dinas memberi contoh ,sekarang dikampus menginovasi,the best mas Mentri,aku salut dan respect serta percaya masa depan Indonesia cerah,bravo mas mentri",,Pro
1107,Masya Allah... Kebijakan kurikulum merdeka yang luar biasa. Semoga semua bisa bekerja sama dengan baik untuk mewujudkan Indonesia yg unggul SDM nya di kancah Internasional.,,Pro
1108,"kebijakan kurmer ini akan memangkas uang masuk birokrat dik ti, kwkwkw, nanti akan byk perlwanan dari birokrat yg lambat, korup, saya dukung pak mentri melakukan perbaikan di struktur dik ti dengan orang2 baru yg mendukung mas mentri",,Pro
1109,Terobosan baru ini sya rasa sangat bagus. Dilihat dari tinjauan data memang betul banyak dari lulusan S1 jadi pengangguran karena sedari awal masuk kampus hanya d doktrin untuk fokus selesai 4 semester dan hanya fokus pada bidang studi itu saja. Tetapi bagi mereka yang memang melek akan masa depan bergabung ke beberapa organisasi sosial yang d mana mereka sudah menerapkan hal seperti ini tetapi bukan dari kampus melainkan dari organisasi. Dan sya rasa ad banyak sarjana-sarjana d luar sna yang harus melestarikan studinya selama lebih dari 4 tahun tetapi outputnya apa mereka menjadi SDM unggul karena semasa berorganisasi mereka banyak belajar dari masyarakat. Namun jika harus berorganisasi saat semester berjalan akan ada yang harus d korbankan mengingat manusia adalah makhluk yang kurang mampu untuk melakukan sesuatu secara bersamaan. D sinilah mereka menjadi mahasiswa yang harus menyelesaikan studi d atas 4 tahun karena harus fokus d organisasi yang mana organisasi ini hampir sama dengan apa yang di inginkan daru terobosan yang d keluarkan mendikbud. Jika kebijakan ini berlaku maka 3 semester itu sangat bagus untuk d lakukan mahasiswa mengungat 3 semester itu juga pasti akan d bimbing dan d kontrol oleh dosen universitas terkait.,,Pro
1110,Terima kasih sebelumnya pak menteri. Kebijakan ini dapat membantu untuk mengembangkan potensi mahasiswa dan juga mampu memecahkan masalah yang ada d masyarakat kita,,Pro
1111,"kami mendukung dan semoga ini terobosan terbaru yg inovatif dan jangan sampai hanya wacana saja sehingga hanyak bertahan 1 sampai 2 tahun saja, jika terobosan ini hasilnya berdampak kepada lulusan2 universitas yang setelah lulus bahkan belum lulus sdh mendapatkan pekerjaan berarti semua elemen melakukan kerjasama yang baik. semoga indonesia ke depan maju,sukses dan mendapat rahmat dari Allah SWT.",,Pro
1112,"Terharu banget liat akhirnya. Kayak merasa bahwa pendidikan itu wajib dirasakan disetiap pelosok Indonesia. Pendidikan juga bukan tentang teori tapi kayak cara berdemokrasi, kesehatan, cara berinovasi, pokoknya ilmu pengetahun dasar. Semoga sukses programnya! Walaupun pasti ada trial and error kayak gojek tapi pasti ada dampak baik yang lebih besar untuk Indonesia. Selamat bekerja Pak Nadiem!",,Pro
1113,"Waktu liat vidio kkn ugm merinding  cok,,  ga kebayang mereka disana bisa sangat berdampak  atau membantu dan membangun kehidupan disna, it baru dua bulan kkn lah gimna kalo lebih dari it pasti dampakny lebih besar",,Pro
1114,"Wah mantap nih kebijakan untuk mahasiswa berhak mengambjl lintas prodi. Karena saya sendiri pas waktu masuk kuliah masih labil, sehingga masuk kuliah menuruti kemauan orang tua, dan mau tidak mau saya harus mengikutinya. 
Setelah berjalannya waktu mengikuti perkulihan tersebut dengan disuguhkan beberapa informasi seperti kebutuhan di masyarakat dan berbagai macam masalah2 yang ada di negara kita, saya pun berpikiran ""kenapa saya dulu tidak masuk ke jurusan itu ?, mungkin dengan masuk ke jurusan itu saya bisa memecahkan masalah dimasyarakat"" dengan begitu saya bisa lebih berguna daripada menjadi apa yang prodi ajarkan karena tidak sejalan dengan hati. Jadi inti dari kebijakan tersebut adalah bisa menambah semangat mahasiswa labil atau yang dipaksa orang tua wkwk dan juga dengan begitu mahasiswa akan lebih dapat menemukan jati diri mereka masing2 dengan adanya hak untuk lintas prodi.
Btw saya mahasiswa kesehatan, dan kebijakan tersebut tidak berlaku untuk instansi kesehatan hemmm. Andai saja mahasiswa kesehatan juga dapat diberi hak tersebut, karena untuk mengembangkan profesi tidak selalu mesti bekerja dibagian profesi tersebut.
Semoga pendidikan indonesia menjadi lebih berkualitas lagi, Hidup mahasiswa !",,Pro
1115,"Kebijakan nya keren sekali, mahasiswa akan siap pakai di lapangan pekerjaan.
Tapi....ini akan menggoyahkan yg berkarier sbg dosen. Harus dipikirkan juga bagaimana dosen bisa magang dll supaya stay current dengan perkembangan dunia usaha.
Suami saya pernah jadi dosen honorer & ngajar kelas dengan powerpoint, karena terbiasa begitu di kantor. Cuma Powerpoint aja bikin keder dosen2 tetap. Apalagi reference2 yg dari berbagai universitas asing yg ada semua di internet. 
Itu semua mahasiswa bisa ngikutin, cuma case-study dari HBR, baru muridnya pada klenger.",,Pro
1116,"saya terharu mas, lihat sampean presentasi program, mana saya udah mau lulus, serasa mau balik mahasiswa lagi biar bisa merasakan programnya mas mentri
",,Pro
1117,"Ini yg kita biasanya sebut passion, bukan sekedar menjabat. Passion utk melakukan yg terbaik bagi bangsa, merubah utk kebaikan, berpikir out of the box. You're great pak menteri. Tp maaf ada sedikit penyesalan.. Kenapa ga dari dulu aja? 😂",,Pro
1118,"Yes~ wind of change. DEBIROKRATISASI DUNIA KAMPUS. Agree!

",,Pro
1119,"Yg sulit itu bagaimana mengkoordinir sdmnya pak menteri semangat juang untuk percepatan pendidikan kita ke arah yg lebih maju

",,Pro
1120,"jirr gw dah S1, sistem ny seru banget kwkwkwk",,Pro
1121,Anak muda yg menguasai ilmu bukan hanya teori tapi udh dipraktekkan secara nyata,,Pro
1122,Couldn't more agree! Yeaayyyy. So proud of Mr. Nadiem,,Pro
1123,Inovasi yg sangat sangat luar biasa. Sukses pak Mentri ku tercinta. Harus begitu,,Pro
1124,Bagus sekali pak menteri..Masya Allah. Semoga sukses programnya,,Pro
1125,La ini baru mendikbut yang dibutuhkan oleh anak didik dan para pendidik,,Pro
1126,Great! Bravo Pak Mentri Nadim. May I propose you to meet Sir Ken Robinson if you haven’t. 🙏🏻,,Pro
1127,"Cerdas mentrinya setuju dilanjutkan,salam sehat bapak menteri",,Pro
1128,"Wahh kapan nih kuliah 3 semester di luar kampus nya , secepat nya dong",,Pro
1129,saran saja untuk para mahasiswa mohon di berikan mentor dari tenaga ahli langsung yang sudah perpengalaman agar gambaran di dunia kerja lebih jelas dan real,,Pro
1130,Ini sih keren asli.,,Pro
1131,"Di usia saya yg 52 tahun ini,,,,baru sekarang saya bisa mengagumi sosok seorang menteri pendidikan RI.",,Pro
1132,Keren.. bgnlah harusnya mjd seorang menteri👍🏻,,Pro
1133,Inovasi hanya bisa terjadi di dalam suatu ekosistem yang tidak dibatasi ~Nadiem Makarim~ 👍,,Pro
1134,"Suatu gebrakan baru yang ditawarkan Menteri Pendidikan dan Kebudayaan Nadiem Anwar Makarim sebagai gagasan untuk menyesuaikan dengan Revolusi Industri 4.0. Beliau melakukan perombakan besar dalam mengeluarkan kebijakan merdeka pembelajaran yang bertajuk “Kampus Merdeka”. Kampus Merdeka merupakan lanjutan konsep dari merdeka belajar yang merevisi paradigma pada perguruan tinggi yang bisa berjalan secara adaptif dan otonom. Terdapat empat pokok kebijakan dalam Kampus Merdeka antara lain Pembukaan Program Studi Baru, Sistem Akreditasi Perguruan Tinggi, Perguruan Tinggi Negeri Badan Hukum, dan Hak Belajar Tiga Semester Diluar Program Studi.1 Empat aspek ini menjadi pamungkas bagi Menteri Pendidikan dan Kebudayaan dalam upaya menghasilkan sarjana yang berkompeten dan adaptif dengan melepaskan belenggu pada institusi agar dapat bergerak lebih fleksibel.",,Pro
1135,"Kalo cuma pak nadiem doang yg revolusioner tp yg di bawah2nya masih kolot ya bakal sama aja , mending dirombak total diisi oleh anak2 muda yg revolusioner jg , yg masih semangat ga gabut cm nunggu jam pulang di kantor",,Pro
1136,Terima kasih Mas Mentri atas ide dan semangat pembaharuannya,,Pro
1137,"YES ""good job,pak menteri pendidikan 👍,😎🙏,",,Pro
1138,"Saya mendukung program kurmer pa mentri, optimis indonesia maju👍",,Pro
1139,Pretty Cool !  smart and young Minister.,,Pro
1140,Mas Mentri.. memang orang cerdas.. dunia pendidikan indonesia sangat butuh inovasi!!!  sudah waktunya Indonesia Berubah.,,Pro
1141,"mantap, S1 nya sudah model management trainee... test nya pakai model GMAT...  butuh 1 dekade  bahkan lebih untuk melihat hasil perencanaan ini",,Pro
1142,AHOK - Nadiem   ! Leader sempurna perpaduan tegas dan jenius,,Pro
1143,"saya mahasiswa, saya ingin mengikuti program magang pada saat liburan tapi kurangnya informasi mengenai magang menjadikan mahasiswa kurang minat terhadap program magang",,Pro
1144,Bukannya over proud ya. Mungkin kmpus2 di indo bisa jadikan binus sbgai tolak ukur dlm melaksanakan visi misi kmpus merdeka. ,,Pro
1145,"""Kemerdekaan"" siswa dan mahasiswa dalam menentukan pilihan keilmuan dan keahliaannya  menemukan formala dan filosofi nya di pesantren periode terdahulu sebelum ada ""penjajahan"" sistem pendidikan di pesantren oleh Negara. Video kami memberikan gambaran awal tentang hal itu. Silahkan klik  channel kami di video dg judul Merdeka Belajar di PP Al Aqobah
",,Pro
1146,Saya kira kebijakkan keren! Tapi monitoring menjadi penting. Jangan sampai berbagai kemudahan digunakan untuk  digunakan penyelwengan kualitas dari berbagai kampus yang nggak serius ngurus pendidikan. Hanya ngurus jumlah mahasiswa yang masuk...tetapi lalai proses. Salam MERDEKA!,,Pro
1147,"Saya ingin membangun Desa saya yang tertinggal jauh dengan daerah daerah lain
diJawa Barat sendir, ataupun dengan desa desa lain di Indonesia.
Dengan lahan pertanian yang Luas,Tetapi tidak produktif,sangat disayangkan.dilahan pertanian yang luas,Akan tetapi penduduk Desa seperti saya harus mencari penghasilan
Untuk kebutuhan Sehari Hari harus merantau 
keluar Daerah...Bagaimana Caranya Agar lahan Pertanian di Desa saya Bisa Menjadi Lahan Pertanian  yang  produktif? trima kasih",,Pro
1148,Ini mentri yg gak hanya wacana tp kerja nyata jg. Gak kyk mentri seblumnya.. banyak wacana doang. Tp gak ada yg jadi kenyataan... Cmn gebrakan antar anak dihari pertama masuk sekolah. wkwkwk,,Pro
1149,"Kang Mentri memang pemberani dalam trobosan perubahan pendidikan dg Merdeka Belajar setidaknya mebuat anak didik datang kesekolah dg ceria tanpa beban... tidak ada lagi yang menghitung kancing baju utuk jawaban, tidak ada lagi cari-cari bocoran kunci jawaban demi menentukan masa depan, semangat kang mentri kami mendukung perubahan besar untuk pendidikan yang berkuwalitas.
",,Pro
1150,"Smg pembaharuan yg di terapkan mas menteri membuat anak""semakin bahagia belajar, tdk stress seperti biasanya menghadapi UN dan mengejar kurikulum yg menumpuk setiap harinya.sehingga menghasilkan anak""yg berkwalitas .
",,Pro
1151,"Semoga merdeka belajar benar-benar hadir sebagai bom peledak dari zona nyaman sekolah sebagai ajang adu kompetisi pengetahuan menjadi penajaman kompetensi minimal bidang literasi dan numerasi serta karakter.",,Pro
1152,Mas Menteri membuatku ingin segera mengajar lagi 😆 selalu menunggu terobosan-terobosan kebijakan inovatif Mas Menteri yg aplikatif dan tidak sekedar retorika 😊 Merdeka Belajar 😊👍,,Pro
1153,"Luarbiasa visinya pak Menteri. Moga terlaksana dgn baik agar kapal sebesar Indonesia berlayar menuju Indonesia Pintar
",,Pro
1154,"Setuju,  pembelajaran model ini membuat anak merdeka belajar tidak menjadi beban
",,Pro
1155,"Salut, konsepnya keren! Tidak sekedar asal konsep, tapi melalui pertimbangan matang dan penuh pertanggungjawaban.

Semoga impelentasinya berjalan lancar, termasuk proses evaluasinya jika ada masalah di tengah jalan. Aamiin..",,Pro
1156,"Pak mentri, terimakasih sudah membahas rpp. Bertahun² ada menteri pendidikan baru sekarang rpp dibahas. Saya yakin 4 pilar yg pak menteri sampaikan bisa terlaksana. Semangat pak! Sukses selalu! Barakallah.
",,Pro
1157,"Menurut ku kurmer ini terobosan yg dahsyat. Dengan catatan gurunya benar2 mencintai profesinya dan berhati2 menggunakan gajinya.

",,Pro
1158,"Sekolah anak saya di Bandung sudah sejak lama sekali menjalankan program pa menteri yg spt ini...ga ada  uts, uas, ga ada pe er..semua diganti dengan praktek, assesment dan presentasi diakhir semester dan anak sy jauh lebih  happy  dr anak sekolah lain yg bersistem akademik..lebih paham semua pelajaran2 yg diajarkan..sekolah buat dia jd kegiatan yg menyenangkan....tp sayangnya ga ada SMA nya..sampe galau cari SMA yg tipe nya sama dgn sekolah anak sy sekarang...dan kegalauan saya akhirnya terjawab sudah sekarang...sekolah lain akan mulai mengikuti sistem ini...terima kasih pa..akhirnya Indonesia bangkit....pasti akan berhasil..krn sy sendiri telah mengalaminya.
",,Pro
1159,"Semoga,merdeka mengajar dan merdeka belajar membawa perubahan yang signifikan untuk Bangsaku Negaraku kearah yang lebih baik lagi
",,Pro
1160,Semoga dapat dilaksanakan dengan baik dan menjadi solusi untuk pendidikan Indonesia yang lebih Maju,,Pro
1161,"Asesmenent  dan pembentukan karakter dan bakat pokoe jios
",,Pro
1162,"Konsep yg bagus ini hrs dibarengi dg kualitas guru yg mumpuni p nadim...kualitas, integritas, kreatif dan amanah syarat pokok yg tdk bisa ditawar lg...memang sangat sulit merombak sdm guru generasi lama yg buta perkembangan zaman tp semua hrs DIMULAI
",,Pro
1163,"saya salut kepada mas menteri, tak disangka ternyata memiliki wawasan, konsep, terobosan yang luar biasa, dan tidak kalah dengan para seniornya di Kemdikbud pada masa masa lalu... semoga Alloh mudahkan dalam mempercepat kemajuan pendidikan Indonesia....
",,Pro
1164,"Insya Allah Mayoritas Guru semua mendukung program Mas Menteri saat ini...mari kita dukung khususnya program ""Merdeka Belajar""yang diluncurkan Mendikbud.
",,Pro
1165,"Alhamdulillah. Terimakasih Mas Menteri  Nadiem. 
Konsep Merdeka Belajar nya keren. makin membuat Semangat mengajar.",,Pro
1166,"Smoga bisa terwujud program dari kebijakan Kemendikbud  ""Merdeka Belajar"" dan bisa menuju Indonesia Maju. Dan saya setuju dengan penyederhanaan RPP  dan jg untuk administrasi lainnya dibuat lebih simple., shgga tidak akan banyak menyita waktu Bpk dan Ibu guru dan bisa lebih fokus  terhadap  peserta didik serta kualitas pembelajaran menjadi lebih intens dan maksimal.
",,Pro
1167,"Mudah2an konsep MERDEKA BELAJAR jadi sukses utk kita bersama
",,Pro
1168,"Merdeka Belajar membutuhkan Fasilitas yang memberikan kesempatan peserta didik untuk melakukan sesuatu yang KREATIF. Kreatif karena ada Kesempatan (Salam Kreatif bersama 3CM Center dan CCTI Production)
",,Pro
1169,"Waaoo salut pidato Pak Mentri , sumua cukup jelas ,agar guru dan ks di SD bisa fokus pada kbm urusan lpj dan kepangkatannya ada yg ngurus sendiri  Keuangan ditugaskan pada bendara non guru ,kepangkatanya diurus oleh dinas pendidikan , ks dan guru membuat rapbs saja sesuai dg kebutuhan kbm ,sehingga tdk ada guru dan ks yg ketakutan terjerat peloporan keungan , jdi tugar guru bisa lebih fokus , bendahara sekolah bisa merekrut pegawai dr depsos anggota pkh misalnya jdi tdk hrs mengankat pegawei khusus ,insyakallah merdeka belajar bisa terwujud ( untuk SD)
",,Pro
1170,"Kebijakan yg sangat luar biasa bapak Mentri,sesuai dengan misinya kemerdekaan belajar...😊
",,Pro
1171,"Walopun uda ga sekolah dan ga ikut merasakan, tapi ikut seneng denger program Pak Menteri Nadiem tentang kurikulum merdeka",,Pro
1172,"Gara2 konsep merdeka belajar ini aku jd pgn jd guru 
Pgn ikut berkontribusi untuk indonesia maju merdeka belajar guru penggerak 
Masyallah trimakasih pak nadim 
Luar biasa 😊
Sehat selalu pak love u",,Pro
1173,Mas mentri mohon sarana dan kurikulum di lengkapi agar pemblanjaran lancar di era di gital ini  menjadi murah dan efesien sehingga generasi muda jadi cerdas..hidup mas mentri ..Reformasi jln terus...,,Pro
1174,"terima kasih admin kemdikbud, sangat memantu saya untuk mengembangkan pembelajaran yang inovatif dan menyenangkan. culture of learning, culture of inovation sesuatu yang baru buat saya
",,Pro
1175,"Menyimak 4 pokok kebijakan mas Menteri. Semoga ini juga dapat segera tersosialisasikan didaerah-daerah. Good job mas menteri
",,Pro
1176,"Mantap... 
Betul sekali pak, RPP cukup 1 halaman. Efektif, mudah diingat, efisien waktu & kertas.",,Pro
1177,"Melihat Mas Menteri seperti melihat Alm. Bpk BJ Habibie...smart dibidangnya...semoga Mas Menteri Amanah
",,Pro
1178,"Kebijakan yang sangat baik untuk semua pihak. Semoga dalam penerapannya dapat sesuai dengan yang diharapkan. Karena selama ini yang banyak terjadi adalah penerapan dilini bawah, kurang sesuai dengan harapan dari kebijakan yang dibuat.
Sukses terus Mas Menteri",,Pro
1179,"kurikulum merdeka ini baru.. Mantappp.... Kami terusss mendukungmu pak menteri....

",,Pro
1180,"Jadi bahagia. Ga sia2 bikin soal2 sejenis Pisa, walaupun masih belum jelas jawban anak2 tp inilah memajukan literasi dan kemampuan numerik mereka. Good pak mentri, saya juga belajar membuat soal yg lebih analitis lagi walaupun sering dibilang guru ga mutu sama guru yg onoh.
",,Pro
1181,"Merdeka belajar di dalam kelas membuat siswa lebih kreatif berfikir dan bertindak.
jadi merdeka belajar adalah suatu metode yang sangat baik untuk diterapkan  bagi guru dan siswa",,Pro
1182,"Banyak webinar ,hanya hari ini yg lansung dengan mentri pendidikan ,sangat merasa senang dan bersemangat mendengarnya
",,Pro
1183,"Alhamdulillah sekolah kami SMK N4 Kota jambi sudah 3 tahun ini melaksanakan kurikulum merdeka dan sudah tiga kali mendapatkan bantuan program SMK Pusat keunggulan,dengan program pelatihan yang mendorong peningkatan  kompetensi bagi Guru
",,Pro
1184,"Merdeka belajar cara belajar mengajar yg asyik dan keren banget. Terima kasih atensinya mas menteri
",,Pro
1185,"Mantap banget, ini impian belajar sejak saya MTs, 
Waktu kuliah d PMII saya mendapatkan teori kebebasan belajar,
Dan diperiode kedua Jokowi saya mendapatkan harapan itu, 
Diawali dengan rasa percaya kpd pa Mentri Nadiem, saya sangat mengapresiasi dan mendukung kebijakan revolusioner Kemendikbud",,Pro
1186,"Saya hanya tutor les tapi mendengar pidatonya mas menteri ini ikut merasakan aura kemerdekaan belajar. Saya pribadi ingin menjadi guru, semoga kelak bisa terwujud dan menjadi bagian dari perubahan merdeka belajar ini. Bravo Mas Menteri💪💪💪
",,Pro
1187,"Terimakasih mas mesnteri atas kesempatan mengikuti PembaTIK yang diberikan untuk belajar
",,Pro
1188,"smoga dengan kebijakan pak mentri kedepannya anak2 indonesia lebih kreatif..cerdas..pintar.. dan lebih senang sekolah drpd mbolos.
",,Pro
1189,"Ide yg cerdas...!! 
UN. Itu cuma hafalan. Tdk mengubah apa""dan tdk memiliki kopetensi dan karakter siswa yg kurang jelas..!!  Setuju UN di hapus..!! 
Mendikbud - Best pk nadem M",,Pro
1190,"semoga mas mentri diberikan umur panjang agar segala macam program yang begitu hebat ini sampai pada tujuan yang diinginkan. Di Indonesia biasanya jika berubah orang berubah juga program2 kerjanya. sehingga yang ini belum tercapai sudah muncul program yang lainnya.. 😘
",,Pro
1191,"Pak mentri, tolong buat kebijakan berubah rubah memusingkan rakyak kecil, kalo mau yang diperbaiki mental guru, mutu guru supaya mutu pendidikan di Indonesia makin baik
",,Pro
1192,"saya puas dengan kebijakan yang diambil, bagus, tepat, efektif, sesuai dengan keadaan yang sebenar-benar nya...
tinggal ke bawah nya ini bgmn menerapkan nya,,,

Semoga sesuai arahan mentri pendidikan",,Pro
1193,"senang melihat mas nadiem, banyak yang bisa dipelajari dari beliau. semoga banyak yang mendengar, merasa dan memahami setiap penyampainya :)",,Pro
1194,"knp gak dr dulu ada mendikbud seperti jd raport sy yg jelek dan takut gak lulus SD dulu gak kejadian inti nya saya sangat mendukung dgn kebijakan ini MERDEKA INDONESIA MERDEKA BELAJAR lanjuuuut mas mentri
",,Pro
1195,"Saya seorang ibu rumah tangga.  Anak masih usia 4 tahun tapi entahlah meskipun bberapa menit lebih suka menyimak pidato seperti ini.. Semoga ada perubahan dinegeri ini karena memang bener benar ada beberapa aturan dulu jaman sekolah yang sangat membuat tidak nyaman dalam belajar
",,Pro
1196,"senang melihat mas nadiem, banyak yang bisa dipelajari dari beliau. semoga banyak yang mendengar, merasa dan memahami setiap penyampainya :)
",,Pro
1197,"Setuju pak menteri sbb yg skg dialami anak saya diskul menerapkan 2 kurikulum yaitu KTSP dan Tematik ditmbh dg bahasa lain sehingga anak saya merasa tertekan dg 2 kurikulum itu dg usianya yg masih 8th.byk hafalan2 yg hrs dilakukan dan standar nilai yg tinggi (KKM).semoga dg kebijakan pak menteri ini bisa dan wajib dilakukan sekolah2 negeri dan swasta. krn slma ini sekolah swasta jaman now pengen nerapin kurikulum cambridge
",,Pro
1198,"Semoga anak2 berbahagia bersekolah tanpa tekanan
",,Pro
1199,"RPP nya keren Mas Bro Mentri ,,, Lanjutken ...",,Pro
1200,Usul setiap  kenaikan  pangkat / golongan  agar Guru  membuat  karya  tulis  ilmiah di jurnal yg sudah terakreditasi.,,Pro
1201,Tidak ada perubahan yg nyaman-nyaman saja. Setiap perubahan ada tantangannya. Namun demikian Indonesia sudah saatnya berubah. Oke.. Catat..,,Pro
1202,knp gak dr dulu ada mendikbud seperti jd raport sy yg jelek dan takut gak lulus SD dulu gak kejadian inti nya saya sangat mendukung dgn kebijakan ini MERDEKA INDONESIA MERDEKA BELAJAR lanjuuuut mas mentri,,Pro
1203,Baru kali ini ada Mentri yang  berani melakukan terobosan ...terobosan baru....sukses dan maju terus pak .Mentri...sikat birokrat yang nakal...,,Pro
1204,"Kang Mentri memang pemberani dalam trobosan perubahan pendidikan dg Merdeka Belajar setidaknya mebuat anak didik datang kesekolah dg ceria tanpa beban... tidak ada lagi yang menghitung kancing baju utuk jawaban, tidak ada lagi cari-cari bocoran kunci jawaban demi menentukan masa depan, semangat kang mentri kami mendukung perubahan besar untuk pendidikan yang berkuwalitas.

",,Pro
1205,"Alhamdulilah pak nadiem akhirnya ada perubahan. Tolong pak bila ada anak SD yg agak susah bicara atau ada yg susah membaca (krn penyakit) atau pribadi yg introvert tertutup dsb agar guru di kelas cepat tanggap dan agar langsung pembinaan biasanya ada kelas terapi di luar sekolah (semoga diadakan) Juga ada pertemuan guru dan orgtua murid di awal, pertengahan dan akhir tahun ajaran utk membahas perkembangan masing2 anak. Mantap pak.",,Pro
1206,"Juga harus memahami semua kode yg ada pd gambar atau tulisan dlm arti kode itu bermaksud
",,Pro
1207,"adi pengen sekolah lagi karena tertarik buat ngerjain asesmen nya, simpel tapi sangat berfaedah wkwkw
Jadi pengen jadi guru juga karena sistemnya ga cuma fokus di kuantitas tapi juga kualitas hehehe

Keren deh.
Buat yg skeptis, it's ok. Wajar lah. Doakan yg terbaik aja
",,Pro
1208,Dapat dipahami bisa diaktualisasikan. Merdeka,,Pro
1209,Mendukung merdeka belajar !,,Pro
1210,Oke juga ide nya...,,Pro
1211,Semangat Mas Nadiem,,Pro
1212,Bravo buat bapak Menteri Pendidikan,,Pro
1213,"Saya pribadi, sangat setuju ide pak manteri",,Pro
1214,"menteri yang progresif, semoga semua ide-ide besar mas menteri dapat dieksekusi dengan baik",,Pro
1215,"Saya keburu ingin mengetahui contohnya RPP yang satu halaman itu,dan saya sangat senang dengan kebijakan ini..terima kasih",,Pro
1216,GO AHEAD Mas Nadiem!,,Pro
1217,Ini mentri paling TOP tak pakei teks,,Pro
1218,Saling mendukung agar berhasil,,Pro
